행정구역별,산업별,대표자성별,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년,2020년
대구,부동산업(68),남자,3447,3441,3285,3172,3105,3229,3350,3447,3691,3847,4170,4342,4511,4794,5116
대구,부동산업(68),여자,1129,1148,1200,1257,1300,1387,1524,1645,1844,2014,2270,2485,2732,2905,3096
대구,"전문, 과학 및 기술 서비스업(70~73)",계,3242,3288,3331,3331,3442,3656,3943,4067,4346,4551,4638,4636,4839,4930,5203
대구,"전문, 과학 및 기술 서비스업(70~73)",남자,2928,2965,3015,2997,3074,3260,3495,3593,3815,3956,4021,3986,4147,4197,4384
대구,"전문, 과학 및 기술 서비스업(70~73)",여자,314,323,316,334,368,396,448,474,531,595,617,650,692,733,819
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,2398,2373,2345,2369,2363,2505,2675,2748,2887,2940,2975,2979,3029,3052,3140
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,1717,1716,1672,1708,1697,1810,1919,1948,2055,2087,2107,2117,2149,2126,2166
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,681,657,673,661,666,695,756,800,832,853,868,862,880,926,974
대구,"공공행정, 국방 및 사회보장 행정(84)",계,425,423,427,414,418,419,423,423,425,445,447,450,449,449,442
대구,"공공행정, 국방 및 사회보장 행정(84)",남자,413,411,413,392,396,389,401,394,393,418,419,419,423,414,402
대구,"공공행정, 국방 및 사회보장 행정(84)",여자,12,12,14,22,22,30,22,29,32,27,28,31,26,35,40
대구,교육 서비스업(85),계,9347,9865,10264,10523,10486,10649,10574,10584,10369,10143,10632,10835,10957,11090,10885
대구,교육 서비스업(85),남자,4236,4394,4484,4509,4451,4484,4456,4464,4337,4264,4374,4448,4470,4403,4294
대구,교육 서비스업(85),여자,5111,5471,5780,6014,6035,6165,6118,6120,6032,5879,6258,6387,6487,6687,6591
대구,보건업 및 사회복지 서비스업(86~87),계,4254,4407,4624,4885,5267,5575,5939,6203,6397,6284,6806,7026,7100,7285,7183
대구,보건업 및 사회복지 서비스업(86~87),남자,2778,2833,2959,3104,3270,3351,3474,3615,3698,3740,3985,4089,4145,4204,4255
대구,보건업 및 사회복지 서비스업(86~87),여자,1476,1574,1665,1781,1997,2224,2465,2588,2699,2544,2821,2937,2955,3081,2928
대구,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,5078,5176,5340,5488,5432,5446,5527,5469,5380,5112,5592,5892,5971,6010,5846
대구,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,2978,3004,3081,3150,3040,3074,3068,3011,2967,2790,3076,3266,3294,3341,3271
대구,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,2100,2172,2259,2338,2392,2372,2459,2458,2413,2322,2516,2626,2677,2669,2575
대구,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,19349,19533,19633,19830,19942,20060,20585,20680,20545,20504,20757,21323,21604,21599,21814
대구,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,11151,11156,11165,11173,11099,11037,11242,11113,10889,10743,10721,10717,10665,10535,10527
대구,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,8198,8377,8468,8657,8843,9023,9343,9567,9656,9761,10036,10606,10939,11064,11287
인천,전체 산업,계,155433,158698,157979,159595,163653,169419,177196,177988,183593,186011,191566,196705,202493,206244,216249
인천,전체 산업,남자,100116,102145,101193,101631,103853,107056,112005,111815,115067,116980,119736,122315,126232,128509,135240
인천,전체 산업,여자,55317,56553,56786,57964,59800,62363,65191,66173,68526,69031,71830,74390,76261,77735,81009
인천,"농업, 임업 및 어업(01~03)",계,16,19,24,23,19,18,19,22,30,27,27,33,36,47,66
인천,"농업, 임업 및 어업(01~03)",남자,16,19,22,20,19,18,17,17,25,24,23,27,29,40,56
인천,"농업, 임업 및 어업(01~03)",여자,-,-,2,3,-,-,2,5,5,3,4,6,7,7,10
인천,광업(05~08),계,30,31,27,28,29,28,30,32,38,32,34,35,32,31,31
인천,광업(05~08),남자,28,29,24,24,28,26,27,27,32,24,29,29,26,27,26
인천,광업(05~08),여자,2,2,3,4,1,2,3,5,6,8,5,6,6,4,5
인천,제조업(10~34),계,20855,20950,20118,19788,20518,21219,22539,22566,23667,24762,24738,24826,25235,25190,26123
인천,제조업(10~34),남자,17918,17937,17172,16878,17386,17854,18883,18742,19494,20395,20345,20345,20641,20560,21022
인천,제조업(10~34),여자,2937,3013,2946,2910,3132,3365,3656,3824,4173,4367,4393,4481,4594,4630,5101
인천,"전기, 가스, 증기 및 공기조절 공급업(35)",계,46,46,45,45,52,53,54,56,58,58,57,63,67,71,76
인천,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,46,46,45,45,51,53,54,56,57,57,56,59,61,65,67
인천,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,-,-,-,-,1,-,-,-,1,1,1,4,6,6,9
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,304,313,313,309,337,363,390,402,444,452,449,452,495,516,529
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,271,281,278,276,295,312,334,343,381,375,376,375,407,421,434
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,33,32,35,33,42,51,56,59,63,77,73,77,88,95,95
인천,건설업(41~42),계,4132,4354,4363,4367,4511,4755,4885,4911,5193,5346,5561,5859,6278,6463,7205
인천,건설업(41~42),남자,3700,3832,3815,3789,3855,4026,4123,4149,4321,4389,4562,4760,5041,5186,5743
인천,건설업(41~42),여자,432,522,548,578,656,729,762,762,872,957,999,1099,1237,1277,1462
인천,도매 및 소매업(45~47),계,38165,38658,37893,38187,39438,40789,42278,42640,44334,45181,45898,46705,47008,46874,49191
인천,도매 및 소매업(45~47),남자,22901,23133,22601,22672,23302,23988,24788,24978,25983,26549,26929,27342,27487,27630,29333
인천,도매 및 소매업(45~47),여자,15264,15525,15292,15515,16136,16801,17490,17662,18351,18632,18969,19363,19521,19244,19858
인천,운수 및 창고업(49~52),계,19217,20021,20067,20069,20054,21083,23400,22755,23081,23238,24271,24187,26111,26774,27777
인천,운수 및 창고업(49~52),남자,18397,19153,19136,18962,19062,19946,21895,21318,21484,21613,22453,22415,24043,24570,25700
인천,운수 및 창고업(49~52),여자,820,868,931,1107,992,1137,1505,1437,1597,1625,1818,1772,2068,2204,2077
인천,숙박 및 음식점업(55~56),계,28905,28939,28755,29144,29839,30760,31708,32198,33116,33295,34301,35316,36043,37321,40245
인천,숙박 및 음식점업(55~56),남자,9693,9735,9814,10162,10687,11015,11497,11830,12435,12784,13333,13960,14567,15252,16966
인천,숙박 및 음식점업(55~56),여자,19212,19204,18941,18982,19152,19745,20211,20368,20681,20511,20968,21356,21476,22069,23279
인천,정보통신업(58~63),계,477,496,494,486,519,593,658,676,801,854,861,947,1023,1089,1260
인천,정보통신업(58~63),남자,404,422,418,404,438,499,553,559,656,679,696,771,812,855,1009
인천,정보통신업(58~63),여자,73,74,76,82,81,94,105,117,145,175,165,176,211,234,251
인천,금융 및 보험업(64~66),계,1409,1480,1483,1515,1559,1591,1644,1652,1651,1685,1720,1770,1802,1771,1723
인천,금융 및 보험업(64~66),남자,1254,1309,1285,1313,1357,1393,1419,1416,1400,1448,1445,1468,1478,1429,1392
인천,금융 및 보험업(64~66),여자,155,171,198,202,202,198,225,236,251,237,275,302,324,342,331
인천,부동산업(68),계,5904,6631,7145,7320,6971,6876,6656,6503,6676,6662,7274,7729,8175,8523,9229
인천,부동산업(68),남자,3910,4291,4498,4577,4294,4170,4006,3888,3982,3901,4238,4482,4733,4954,5286
인천,부동산업(68),여자,1994,2340,2647,2743,2677,2706,2650,2615,2694,2761,3036,3247,3442,3569,3943
인천,"전문, 과학 및 기술 서비스업(70~73)",계,2156,2240,2289,2353,2401,2613,2775,2864,3113,3284,3351,3498,3840,4105,4523
인천,"전문, 과학 및 기술 서비스업(70~73)",남자,1949,2027,2072,2128,2148,2331,2442,2501,2696,2821,2850,2989,3232,3400,3666
인천,"전문, 과학 및 기술 서비스업(70~73)",여자,207,213,217,225,253,282,333,363,417,463,501,509,608,705,857
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,1948,1941,1937,1948,2041,2255,2389,2505,2724,2807,2788,2919,3029,3142,3466
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,1242,1256,1281,1297,1399,1580,1653,1738,1886,1929,1880,1969,2038,2129,2315
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,706,685,656,651,642,675,736,767,838,878,908,950,991,1013,1151
인천,"공공행정, 국방 및 사회보장 행정(84)",계,453,432,415,415,447,441,445,449,448,473,479,483,485,486,488
인천,"공공행정, 국방 및 사회보장 행정(84)",남자,432,412,394,384,416,413,415,423,417,439,445,445,448,438,435
인천,"공공행정, 국방 및 사회보장 행정(84)",여자,21,20,21,31,31,28,30,26,31,34,34,38,37,48,53
인천,교육 서비스업(85),계,6101,6344,6482,6578,6815,7017,7064,7168,7308,7378,7708,8067,8321,8553,8510
인천,교육 서비스업(85),남자,2976,3061,3108,3159,3265,3361,3402,3431,3499,3503,3568,3694,3732,3768,3753
인천,교육 서비스업(85),여자,3125,3283,3374,3419,3550,3656,3662,3737,3809,3875,4140,4373,4589,4785,4757
인천,보건업 및 사회복지 서비스업(86~87),계,3630,3864,4126,4348,4816,5230,5734,6082,6505,6499,7005,7333,7384,7586,7541
인천,보건업 및 사회복지 서비스업(86~87),남자,2441,2542,2691,2795,2933,3118,3259,3417,3525,3596,3821,3951,3993,4107,4199
인천,보건업 및 사회복지 서비스업(86~87),여자,1189,1322,1435,1553,1883,2112,2475,2665,2980,2903,3184,3382,3391,3479,3342
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,5235,5210,5365,5624,5694,5866,5922,5849,5707,5421,6052,6684,6882,6968,7044
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,3010,3010,3055,3213,3219,3288,3241,3094,2989,2825,3164,3513,3590,3646,3710
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,2225,2200,2310,2411,2475,2578,2681,2755,2718,2596,2888,3171,3292,3322,3334
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,16450,16729,16638,17048,17593,17869,18606,18658,18699,18557,18992,19799,20247,20734,21222
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,9528,9650,9484,9533,9699,9665,9997,9888,9805,9629,9523,9721,9874,10032,10128
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,6922,7079,7154,7515,7894,8204,8609,8770,8894,8928,9469,10078,10373,10702,11094
광주,전체 산업,계,95656,97111,97511,99148,99976,102386,105931,108808,111285,113424,116046,118409,119617,123706,125295
광주,전체 산업,남자,58854,59462,59393,60271,60403,61802,63869,65700,67330,69033,70176,71073,71555,74203,75465
광주,전체 산업,여자,36802,37649,38118,38877,39573,40584,42062,43108,43955,44391,45870,47336,48062,49503,49830
광주,"농업, 임업 및 어업(01~03)",계,14,13,16,16,15,19,25,16,18,21,22,25,34,27,50
광주,"농업, 임업 및 어업(01~03)",남자,14,13,16,14,13,17,20,15,14,18,18,20,26,21,38
광주,"농업, 임업 및 어업(01~03)",여자,-,-,-,2,2,2,5,1,4,3,4,5,8,6,12
광주,광업(05~08),계,8,6,7,7,7,11,10,12,14,13,9,7,7,8,7
광주,광업(05~08),남자,8,6,7,7,7,9,9,11,11,10,8,6,6,6,6
광주,광업(05~08),여자,-,-,-,-,-,2,1,1,3,3,1,1,1,2,1
광주,제조업(10~34),계,7524,7592,7446,7518,7488,7702,7902,8092,8547,8770,8870,8983,9105,9266,9358
광주,제조업(10~34),남자,5754,5783,5667,5702,5619,5801,6012,6133,6450,6621,6688,6748,6774,6880,6910
광주,제조업(10~34),여자,1770,1809,1779,1816,1869,1901,1890,1959,2097,2149,2182,2235,2331,2386,2448
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",계,15,19,18,18,19,23,35,37,51,55,75,114,206,324,340
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,14,17,16,16,17,19,26,28,38,41,54,84,145,208,220
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,1,2,2,2,2,4,9,9,13,14,21,30,61,116,120
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,105,115,116,117,127,140,153,155,180,176,163,161,161,176,183
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,90,101,105,104,108,121,132,128,141,140,128,123,122,138,147
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,15,14,11,13,19,19,21,27,39,36,35,38,39,38,36
광주,건설업(41~42),계,3217,3410,3401,3493,3451,3636,3877,4214,4749,4898,4935,5127,5353,5463,5865
광주,건설업(41~42),남자,2934,3067,3028,3078,3008,3123,3303,3520,3907,3969,3985,4139,4283,4386,4680
광주,건설업(41~42),여자,283,343,373,415,443,513,574,694,842,929,950,988,1070,1077,1185
광주,도매 및 소매업(45~47),계,26317,26618,26598,26821,27151,27848,28932,29687,30620,31179,31542,31636,31616,31799,32413
광주,도매 및 소매업(45~47),남자,15623,15710,15730,15767,15760,16129,16702,17012,17695,18087,18233,18282,18241,18263,18896
광주,도매 및 소매업(45~47),여자,10694,10908,10868,11054,11391,11719,12230,12675,12925,13092,13309,13354,13375,13536,13517
광주,운수 및 창고업(49~52),계,9657,9583,9336,9614,9440,9347,9556,10109,9718,10476,10513,10056,9774,11308,10465
광주,운수 및 창고업(49~52),남자,9169,9079,8858,9084,8977,8844,9000,9480,9084,9887,9895,9331,9080,10246,9508
광주,운수 및 창고업(49~52),여자,488,504,478,530,463,503,556,629,634,589,618,725,694,1062,957
광주,숙박 및 음식점업(55~56),계,16638,16640,16602,16831,16886,17236,17759,18032,18348,18816,19317,19896,20044,20742,21965
광주,숙박 및 음식점업(55~56),남자,5320,5371,5358,5495,5697,5959,6223,6514,6803,7193,7520,7832,8130,8621,9473
광주,숙박 및 음식점업(55~56),여자,11318,11269,11244,11336,11189,11277,11536,11518,11545,11623,11797,12064,11914,12121,12492
광주,정보통신업(58~63),계,602,612,603,594,625,703,785,805,803,832,815,862,878,909,938
광주,정보통신업(58~63),남자,523,527,519,506,528,591,665,685,688,702,680,705,714,741,751
광주,정보통신업(58~63),여자,79,85,84,88,97,112,120,120,115,130,135,157,164,168,187
광주,금융 및 보험업(64~66),계,1246,1301,1358,1382,1388,1453,1486,1458,1484,1460,1499,1591,1557,1564,1514
광주,금융 및 보험업(64~66),남자,1107,1147,1206,1220,1224,1286,1294,1263,1251,1234,1242,1315,1267,1264,1248
광주,금융 및 보험업(64~66),여자,139,154,152,162,164,167,192,195,233,226,257,276,290,300,266
광주,부동산업(68),계,2468,2524,2554,2632,2739,2874,3114,3283,3598,3844,4283,4680,5149,5575,5825
광주,부동산업(68),남자,1957,1970,1973,1997,2020,2086,2203,2277,2471,2609,2858,3080,3336,3617,3727
광주,부동산업(68),여자,511,554,581,635,719,788,911,1006,1127,1235,1425,1600,1813,1958,2098
광주,"전문, 과학 및 기술 서비스업(70~73)",계,1931,2019,2032,2096,2087,2226,2404,2543,2804,2978,3016,3071,3238,3490,3652
광주,"전문, 과학 및 기술 서비스업(70~73)",남자,1695,1778,1782,1839,1824,1918,2065,2175,2401,2516,2557,2604,2705,2887,3013
광주,"전문, 과학 및 기술 서비스업(70~73)",여자,236,241,250,257,263,308,339,368,403,462,459,467,533,603,639
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,1512,1552,1537,1553,1602,1702,1826,1944,2135,2095,2162,2195,2224,2319,2369
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,1078,1115,1119,1138,1159,1249,1329,1419,1564,1524,1568,1583,1580,1644,1693
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,434,437,418,415,443,453,497,525,571,571,594,612,644,675,676
광주,"공공행정, 국방 및 사회보장 행정(84)",계,253,255,257,255,251,254,257,263,262,269,269,267,264,270,271
광주,"공공행정, 국방 및 사회보장 행정(84)",남자,243,245,248,241,234,236,240,247,243,250,242,240,231,231,228
광주,"공공행정, 국방 및 사회보장 행정(84)",여자,10,10,9,14,17,18,17,16,19,19,27,27,33,39,43
광주,교육 서비스업(85),계,5755,6044,6262,6428,6587,6754,6802,6899,6756,6603,6702,6941,6985,7042,6773
광주,교육 서비스업(85),남자,2677,2761,2806,2925,3025,3085,3124,3171,3086,2979,2953,3057,2992,2970,2864
광주,교육 서비스업(85),여자,3078,3283,3456,3503,3562,3669,3678,3728,3670,3624,3749,3884,3993,4072,3909
광주,보건업 및 사회복지 서비스업(86~87),계,2747,2918,3202,3407,3656,3822,4053,4214,4396,4397,4680,4887,4891,5010,4911
광주,보건업 및 사회복지 서비스업(86~87),남자,1589,1655,1744,1852,1961,2053,2132,2232,2296,2319,2428,2548,2528,2610,2650
광주,보건업 및 사회복지 서비스업(86~87),여자,1158,1263,1458,1555,1695,1769,1921,1982,2100,2078,2252,2339,2363,2400,2261
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,3710,3700,3807,3888,3856,3865,3917,3895,3727,3576,3952,4188,4239,4282,4197
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,2118,2104,2159,2217,2124,2171,2178,2166,2074,1969,2184,2338,2379,2435,2417
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,1592,1596,1648,1671,1732,1694,1739,1729,1653,1607,1768,1850,1860,1847,1780
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,11937,12190,12359,12478,12601,12771,13038,13150,13075,12966,13222,13722,13892,14132,14199
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,6941,7013,7052,7069,7098,7105,7212,7224,7113,6965,6935,7038,7016,7035,6996
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,4996,5177,5307,5409,5503,5666,5826,5926,5962,6001,6287,6684,6876,7097,7203
대전,전체 산업,계,89851,91097,92548,93176,95650,100474,104609,105676,109535,111815,113228,115423,117557,119628,123728
대전,전체 산업,남자,56088,56660,57689,57790,59188,61984,64398,64363,66647,68352,68596,69400,70845,72393,75418
대전,전체 산업,여자,33763,34437,34859,35386,36462,38490,40211,41313,42888,43463,44632,46023,46712,47235,48310
대전,"농업, 임업 및 어업(01~03)",계,7,12,6,5,6,8,5,5,7,12,11,12,14,18,36
대전,"농업, 임업 및 어업(01~03)",남자,7,12,6,5,6,7,5,5,5,7,8,11,13,16,32
대전,"농업, 임업 및 어업(01~03)",여자,-,-,-,-,-,1,-,-,2,5,3,1,1,2,4
대전,광업(05~08),계,4,3,2,3,3,2,5,5,4,5,5,3,3,4,5
대전,광업(05~08),남자,2,2,2,3,1,1,4,5,4,5,5,3,3,3,4
대전,광업(05~08),여자,2,1,-,-,2,1,1,-,-,-,-,-,-,1,1
대전,제조업(10~34),계,6506,6537,6470,6497,6618,6792,7145,7324,7667,8044,7992,8114,8220,8380,8647
대전,제조업(10~34),남자,5213,5221,5127,5122,5196,5345,5608,5728,6007,6304,6232,6294,6332,6436,6537
대전,제조업(10~34),여자,1293,1316,1343,1375,1422,1447,1537,1596,1660,1740,1760,1820,1888,1944,2110
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",계,12,12,11,11,10,12,12,16,20,24,24,39,39,60,80
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,12,12,11,11,10,12,12,16,19,20,22,35,35,42,57
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,-,-,-,-,-,-,-,-,1,4,2,4,4,18,23
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,102,107,109,111,115,130,138,136,147,137,147,138,135,141,157
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,89,94,100,98,101,113,120,115,121,116,123,115,109,112,120
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,13,13,9,13,14,17,18,21,26,21,24,23,26,29,37
대전,건설업(41~42),계,2489,2589,2677,2727,2865,3126,3312,3500,3743,3882,3942,4037,4134,4240,4607
대전,건설업(41~42),남자,2235,2314,2381,2389,2499,2706,2867,2983,3127,3217,3249,3302,3354,3437,3697
대전,건설업(41~42),여자,254,275,296,338,366,420,445,517,616,665,693,735,780,803,910
대전,도매 및 소매업(45~47),계,24613,24910,24721,24632,25665,26997,28118,28637,29949,30443,30517,30776,30718,30596,31827
대전,도매 및 소매업(45~47),남자,15053,15253,15074,14937,15584,16298,16763,16932,17455,17746,17716,17636,17563,17726,18569
대전,도매 및 소매업(45~47),여자,9560,9657,9647,9695,10081,10699,11355,11705,12494,12697,12801,13140,13155,12870,13258
대전,운수 및 창고업(49~52),계,9788,9516,10474,10551,10160,10808,11450,10672,11286,11790,11609,11905,12730,12996,13549
대전,운수 및 창고업(49~52),남자,9435,9170,10007,10041,9762,10263,10815,10079,10563,11023,10821,11093,11849,12077,12522
대전,운수 및 창고업(49~52),여자,353,346,467,510,398,545,635,593,723,767,788,812,881,919,1027
대전,숙박 및 음식점업(55~56),계,17179,17301,17206,17160,17382,18117,18686,19130,19616,20080,20495,20855,21249,21767,22960
대전,숙박 및 음식점업(55~56),남자,5737,5796,5865,5952,6170,6540,6844,7054,7348,7717,7882,8045,8392,8764,9713
대전,숙박 및 음식점업(55~56),여자,11442,11505,11341,11208,11212,11577,11842,12076,12268,12363,12613,12810,12857,13003,13247
대전,정보통신업(58~63),계,631,658,658,677,715,837,912,968,1106,1133,1169,1185,1205,1314,1444
대전,정보통신업(58~63),남자,538,553,548,566,594,704,759,807,931,940,966,980,996,1084,1182
대전,정보통신업(58~63),여자,93,105,110,111,121,133,153,161,175,193,203,205,209,230,262
대전,금융 및 보험업(64~66),계,1064,1137,1177,1205,1277,1358,1351,1357,1370,1417,1430,1424,1418,1400,1322
대전,금융 및 보험업(64~66),남자,964,1015,1057,1085,1131,1186,1168,1170,1168,1210,1220,1190,1166,1122,1077
대전,금융 및 보험업(64~66),여자,100,122,120,120,146,172,183,187,202,207,210,234,252,278,245
대전,부동산업(68),계,2926,2930,2937,2975,3079,3353,3422,3408,3599,3711,3852,4082,4237,4512,4812
대전,부동산업(68),남자,2050,2033,1993,1968,2005,2162,2188,2171,2291,2334,2390,2520,2618,2805,2957
대전,부동산업(68),여자,876,897,944,1007,1074,1191,1234,1237,1308,1377,1462,1562,1619,1707,1855
대전,"전문, 과학 및 기술 서비스업(70~73)",계,1745,1823,1897,1958,2080,2332,2484,2570,2804,2973,2999,3040,3201,3452,3699
대전,"전문, 과학 및 기술 서비스업(70~73)",남자,1566,1627,1693,1733,1829,2044,2165,2225,2393,2544,2571,2581,2700,2886,3054
대전,"전문, 과학 및 기술 서비스업(70~73)",여자,179,196,204,225,251,288,319,345,411,429,428,459,501,566,645
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,1394,1412,1421,1463,1567,1715,1838,1897,2022,2048,2083,2061,2100,2191,2310
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,960,996,1014,1047,1124,1199,1321,1346,1427,1461,1478,1471,1519,1558,1645
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,434,416,407,416,443,516,517,551,595,587,605,590,581,633,665
대전,"공공행정, 국방 및 사회보장 행정(84)",계,263,253,244,233,242,245,240,246,250,274,279,277,278,283,278
대전,"공공행정, 국방 및 사회보장 행정(84)",남자,256,241,231,221,227,233,230,231,228,252,252,246,240,239,231
대전,"공공행정, 국방 및 사회보장 행정(84)",여자,7,12,13,12,15,12,10,15,22,22,27,31,38,44,47
대전,교육 서비스업(85),계,4622,4857,4992,5063,5260,5420,5484,5469,5475,5472,5597,5693,5739,5874,5679
대전,교육 서비스업(85),남자,2202,2302,2356,2362,2458,2532,2548,2557,2581,2534,2567,2570,2530,2551,2490
대전,교육 서비스업(85),여자,2420,2555,2636,2701,2802,2888,2936,2912,2894,2938,3030,3123,3209,3323,3189
대전,보건업 및 사회복지 서비스업(86~87),계,2806,3002,3212,3454,3830,4068,4391,4523,4715,4675,4900,4977,4964,4971,4822
대전,보건업 및 사회복지 서비스업(86~87),남자,1764,1838,1913,1990,2078,2140,2303,2350,2442,2474,2549,2603,2628,2673,2707
대전,보건업 및 사회복지 서비스업(86~87),여자,1042,1164,1299,1464,1752,1928,2088,2173,2273,2201,2351,2374,2336,2298,2115
대전,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,2970,3076,3188,3175,3244,3361,3403,3415,3414,3269,3585,3807,3856,3941,3898
대전,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,1695,1746,1779,1776,1798,1850,1807,1752,1759,1711,1882,1965,1976,2047,2039
대전,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,1275,1330,1409,1399,1446,1511,1596,1663,1655,1558,1703,1842,1880,1894,1859
대전,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,10730,10962,11146,11276,11532,11793,12213,12398,12341,12426,12592,12998,13317,13488,13596
대전,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,6310,6435,6532,6484,6615,6649,6871,6837,6778,6737,6663,6740,6822,6815,6785
대전,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,4420,4527,4614,4792,4917,5144,5342,5561,5563,5689,5929,6258,6495,6673,6811
울산,전체 산업,계,65818,67169,67843,68654,70746,73417,74578,76993,78638,80805,82948,83872,85662,87054,89907
울산,전체 산업,남자,36922,37639,37890,38215,39598,41221,41647,42977,44086,45397,46340,46450,47285,48239,50200
울산,전체 산업,여자,28896,29530,29953,30439,31148,32196,32931,34016,34552,35408,36608,37422,38377,38815,39707
울산,"농업, 임업 및 어업(01~03)",계,10,10,9,11,11,14,14,19,15,19,17,21,34,36,54
울산,"농업, 임업 및 어업(01~03)",남자,10,10,9,9,8,10,10,14,12,14,12,12,21,22,36
울산,"농업, 임업 및 어업(01~03)",여자,-,-,-,2,3,4,4,5,3,5,5,9,13,14,18
울산,광업(05~08),계,16,16,15,14,14,15,13,12,16,16,17,17,21,19,16
울산,광업(05~08),남자,16,16,15,13,14,15,13,12,16,16,17,17,21,19,16
울산,광업(05~08),여자,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
울산,제조업(10~34),계,5154,5129,5052,5031,5285,5555,5903,6319,6725,7159,7193,7227,7299,7729,7917
울산,제조업(10~34),남자,4129,4114,4048,4028,4227,4455,4727,5077,5373,5723,5739,5760,5750,6080,6189
울산,제조업(10~34),여자,1025,1015,1004,1003,1058,1100,1176,1242,1352,1436,1454,1467,1549,1649,1728
울산,"전기, 가스, 증기 및 공기조절 공급업(35)",계,16,16,14,16,16,13,13,15,18,16,25,32,39,46,57
울산,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,15,15,13,15,16,13,13,15,17,16,24,28,33,38,49
울산,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,1,1,1,1,-,-,-,-,1,-,1,4,6,8,8
울산,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,118,121,120,132,151,165,174,183,214,212,205,196,202,233,228
울산,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,104,106,108,122,136,144,147,155,183,185,179,172,173,201,193
울산,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,14,15,12,10,15,21,27,28,31,27,26,24,29,32,35
울산,건설업(41~42),계,2090,2161,2128,2127,2272,2429,2515,2831,3034,3144,3209,3263,3263,3271,3475
울산,건설업(41~42),남자,1845,1913,1885,1878,1983,2119,2174,2430,2587,2640,2684,2722,2719,2701,2836
