행정구역별,산업별,종사자성별,2006년,2007년,2008년,2009년,2010년,2011년,2012년,2013년,2014년,2015년,2016년,2017년,2018년,2019년,2020년
대구,운수 및 창고업(49~52),남자,37992,36135,37694,37363,42358,41082,41176,41068,41806,42426,42520,44096,43746,44006,40439
대구,운수 및 창고업(49~52),여자,3113,2961,3017,3335,2331,4065,3271,3348,3515,3485,4128,3984,3965,3969,3540
대구,숙박 및 음식점업(55~56),계,79543,82341,80002,81366,78210,82197,85301,88255,90692,90930,96657,97198,101342,101892,85600
대구,숙박 및 음식점업(55~56),남자,24872,26590,25871,26831,25996,28054,29215,30445,31818,32295,34785,35798,37514,38455,33178
대구,숙박 및 음식점업(55~56),여자,54671,55751,54131,54535,52214,54143,56086,57810,58874,58635,61872,61400,63828,63437,52422
대구,정보통신업(58~63),계,12059,11364,11469,11632,11883,12138,12237,11921,11958,12320,12876,12769,12984,12781,12715
대구,정보통신업(58~63),남자,8475,7949,8135,8313,8459,8678,8504,8364,8399,8687,8839,8755,9016,8800,8850
대구,정보통신업(58~63),여자,3584,3415,3334,3319,3424,3460,3733,3557,3559,3633,4037,4014,3968,3981,3865
대구,금융 및 보험업(64~66),계,30909,31037,33367,35536,35319,36115,35005,33915,33987,35018,35638,35417,33767,34444,30625
대구,금융 및 보험업(64~66),남자,13491,14225,14733,16429,15006,15515,15054,14485,14571,14341,14673,13894,13489,13962,11905
대구,금융 및 보험업(64~66),여자,17418,16812,18634,19107,20313,20600,19951,19430,19416,20677,20965,21523,20278,20482,18720
대구,부동산업(68),계,17397,15951,16425,15811,16578,17135,17368,18190,19087,20137,21444,22734,23332,24632,22618
대구,부동산업(68),남자,12623,11257,11657,10711,11561,11540,11341,11642,12205,13092,13257,13984,14338,15714,14252
대구,부동산업(68),여자,4774,4694,4768,5100,5017,5595,6027,6548,6882,7045,8187,8750,8994,8918,8366
대구,"전문, 과학 및 기술 서비스업(70~73)",계,17531,18027,19057,19242,19814,20784,22151,22598,23339,24191,26184,26641,27010,28433,28561
대구,"전문, 과학 및 기술 서비스업(70~73)",남자,12032,12521,13283,13133,13473,14168,14962,15052,15224,15547,16689,16728,16940,18099,17874
대구,"전문, 과학 및 기술 서비스업(70~73)",여자,5499,5506,5774,6109,6341,6616,7189,7546,8115,8644,9495,9913,10070,10334,10687
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,24984,29212,30167,32483,34479,38301,39410,42686,41673,44578,46748,47044,46468,45761,37388
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,13508,16108,16746,18553,18173,20511,20391,21570,21061,22640,23333,23463,24760,23002,19492
대구,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,11476,13104,13421,13930,16306,17790,19019,21116,20612,21938,23415,23581,21708,22759,17896
대구,"공공행정, 국방 및 사회보장 행정(84)",계,24155,24826,26413,31099,32363,29889,29403,28870,28943,28898,28668,29855,30055,30502,31212
대구,"공공행정, 국방 및 사회보장 행정(84)",남자,18102,18425,19665,22653,22115,21592,21222,20536,20478,20516,19812,20483,20094,19861,19525
대구,"공공행정, 국방 및 사회보장 행정(84)",여자,6053,6401,6748,8446,10248,8297,8181,8334,8465,8382,8856,9372,9961,10641,11687
대구,교육 서비스업(85),계,62746,65533,66976,70669,70452,71512,74200,74779,74607,76527,77322,78550,77969,81327,76589
대구,교육 서비스업(85),남자,23079,23918,24508,26630,24269,25094,25960,27106,25806,27083,26889,27261,27041,28616,26130
대구,교육 서비스업(85),여자,39667,41615,42468,44039,46183,46418,48240,47673,48801,49444,50433,51289,50928,52711,50459
대구,보건업 및 사회복지 서비스업(86~87),계,39172,42208,46926,50835,56002,59294,64471,68737,71778,73436,82858,87530,96782,100706,108702
대구,보건업 및 사회복지 서비스업(86~87),남자,10451,11072,11823,12099,13246,13551,14202,15142,15013,15520,16952,17396,20600,20172,22051
대구,보건업 및 사회복지 서비스업(86~87),여자,28721,31136,35103,38736,42756,45743,50269,53595,56765,57916,65906,70134,76182,80534,86651
대구,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,13006,13484,13513,14079,13496,14021,14482,14832,14527,14533,16440,17022,17785,18304,14525
대구,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,7522,7890,7859,8222,7605,8084,8072,8109,8057,7967,8822,9130,9442,9592,7741
대구,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,5484,5594,5654,5857,5891,5937,6410,6723,6470,6566,7618,7892,8343,8712,6784
대구,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,37838,39060,38406,39725,38884,40227,41174,41152,41315,44100,42799,42236,43011,43196,39034
대구,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,20601,21007,20890,21056,20344,20754,21476,21010,21083,21385,21788,21405,21548,21775,20129
대구,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,17237,18053,17516,18669,18540,19473,19698,20142,20232,22715,21011,20831,21463,21421,18905
인천,전체 산업,계,745089,765757,765010,790189,827734,848376,871491,895633,931795,984652,1004747,1034344,1070454,1092494,1051036
인천,전체 산업,남자,448860,461196,458776,470275,491187,501461,508916,517416,533767,565838,568077,579823,596449,606759,592549
인천,전체 산업,여자,296229,304561,306234,319914,336547,346915,362575,378217,398028,418814,436670,454521,474005,485735,458487
인천,"농업, 임업 및 어업(01~03)",계,178,173,235,173,144,125,123,165,176,205,264,294,201,209,337
인천,"농업, 임업 및 어업(01~03)",남자,156,140,217,145,115,113,102,118,133,151,172,201,161,162,222
인천,"농업, 임업 및 어업(01~03)",여자,22,33,18,28,29,12,21,47,43,54,92,93,40,47,115
인천,광업(05~08),계,545,607,577,578,587,538,572,546,615,610,639,634,549,531,549
인천,광업(05~08),남자,482,533,511,505,519,476,509,478,556,544,573,562,485,467,491
인천,광업(05~08),여자,63,74,66,73,68,62,63,68,59,66,66,72,64,64,58
인천,제조업(10~34),계,218490,216224,208604,206296,216901,220821,226191,229048,234742,245240,248950,250329,247361,244352,237632
인천,제조업(10~34),남자,161149,160055,156059,153296,161278,164075,167012,167552,171135,177398,179451,180703,177838,175115,169679
인천,제조업(10~34),여자,57341,56169,52545,53000,55623,56746,59179,61496,63607,67842,69499,69626,69523,69237,67953
인천,"전기, 가스, 증기 및 공기조절 공급업(35)",계,3161,3155,2935,3337,3176,3070,3054,3430,3562,3702,3557,3799,3726,4069,3980
인천,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,2878,2860,2647,2934,2912,2770,2668,3073,3193,3307,3162,3325,3233,3566,3361
인천,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,283,295,288,403,264,300,386,357,369,395,395,474,493,503,619
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,4729,5222,5419,5348,5574,5232,5393,6023,6007,6234,6163,6160,6488,7096,7064
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,3991,4488,4651,4590,4744,4481,4607,5030,5028,5210,5096,5127,5396,5937,5813
인천,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,738,734,768,758,830,751,786,993,979,1024,1067,1033,1092,1159,1251
인천,건설업(41~42),계,28308,32057,30565,30928,43769,38362,36505,36624,36941,49158,48871,51119,55565,56774,58179
인천,건설업(41~42),남자,24155,28067,26391,26693,38233,33494,31681,31666,31401,42637,40988,43889,47404,48578,49722
인천,건설업(41~42),여자,4153,3990,4174,4235,5536,4868,4824,4958,5540,6521,7883,7230,8161,8196,8457
인천,도매 및 소매업(45~47),계,108075,110176,108934,110783,113730,116744,121133,126809,130472,136060,139481,143663,146626,147971,132056
인천,도매 및 소매업(45~47),남자,57196,58846,58344,59606,60703,62237,64722,67437,69438,73824,73825,75939,77678,78689,73460
인천,도매 및 소매업(45~47),여자,50879,51330,50590,51177,53027,54507,56411,59372,61034,62236,65656,67724,68948,69282,58596
인천,운수 및 창고업(49~52),계,57430,57766,57189,64115,62485,67249,68879,66874,72358,76377,77026,76998,84685,83113,80897
인천,운수 및 창고업(49~52),남자,50940,51277,50882,57001,56260,59370,60336,58193,62647,65569,65069,65010,69016,69048,67979
인천,운수 및 창고업(49~52),여자,6490,6489,6307,7114,6225,7879,8543,8681,9711,10808,11957,11988,15669,14065,12918
인천,숙박 및 음식점업(55~56),계,75527,77833,77411,79446,80976,84077,88422,91929,97319,99532,102169,104921,111297,114801,98604
인천,숙박 및 음식점업(55~56),남자,24116,25101,25206,26679,27425,28879,30873,32361,34297,35310,36490,37549,40294,42318,37446
인천,숙박 및 음식점업(55~56),여자,51411,52732,52205,52767,53551,55198,57549,59568,63022,64222,65679,67372,71003,72483,61158
인천,정보통신업(58~63),계,6413,6054,6647,6156,6029,6552,6880,6757,7564,8039,8176,9043,9902,10200,10144
인천,정보통신업(58~63),남자,4188,3856,4463,4084,4107,4427,4828,4549,5124,5448,5555,6364,6763,6883,6821
인천,정보통신업(58~63),여자,2225,2198,2184,2072,1922,2125,2052,2208,2440,2591,2621,2679,3139,3317,3323
인천,금융 및 보험업(64~66),계,22887,22817,23656,24563,24604,25134,25995,24960,25419,25460,25498,25929,25635,25519,23236
인천,금융 및 보험업(64~66),남자,9114,9184,9607,10057,9489,9200,9679,9433,9317,9370,9419,8792,8894,8678,8023
인천,금융 및 보험업(64~66),여자,13773,13633,14049,14506,15115,15934,16316,15527,16102,16090,16079,17137,16741,16841,15213
인천,부동산업(68),계,18284,19877,20061,20571,18987,19309,18550,18661,19338,19491,20923,21758,23363,23743,23286
인천,부동산업(68),남자,12636,13447,13417,13395,12431,12477,11690,11908,12375,12269,12769,13152,14078,14485,14176
인천,부동산업(68),여자,5648,6430,6644,7176,6556,6832,6860,6753,6963,7222,8154,8606,9285,9258,9110
인천,"전문, 과학 및 기술 서비스업(70~73)",계,15339,16718,17678,19803,19317,21457,21356,22672,25399,28242,28743,27677,30601,31577,35535
인천,"전문, 과학 및 기술 서비스업(70~73)",남자,10672,11512,12343,14064,13624,15086,14913,15746,17366,19743,19644,18497,20451,20436,24222
인천,"전문, 과학 및 기술 서비스업(70~73)",여자,4667,5206,5335,5739,5693,6371,6443,6926,8033,8499,9099,9180,10150,11141,11313
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,23080,27322,28975,31048,32843,36348,37930,41779,42580,47587,43398,46653,47082,51649,46948
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,13748,16017,16936,17935,18325,21930,22375,24628,24390,27167,25616,27224,27152,29763,29300
인천,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,9332,11305,12039,13113,14518,14418,15555,17151,18190,20420,17782,19429,19930,21886,17648
인천,"공공행정, 국방 및 사회보장 행정(84)",계,25868,27186,28716,29832,30861,31326,29040,29871,31403,33623,32776,35245,36806,38067,40863
인천,"공공행정, 국방 및 사회보장 행정(84)",남자,18787,19550,20205,21298,21160,21487,19623,20745,21482,22368,21505,22599,23222,23602,25770
인천,"공공행정, 국방 및 사회보장 행정(84)",여자,7081,7636,8511,8534,9701,9839,9417,9126,9921,11255,11271,12646,13584,14465,15093
인천,교육 서비스업(85),계,56514,58939,59966,61423,64959,64594,66033,67173,68148,71499,70917,72855,73735,76559,73483
인천,교육 서비스업(85),남자,20202,21205,21225,20654,21423,21894,22256,22690,23200,23153,23804,24094,24489,25288,23764
인천,교육 서비스업(85),여자,36312,37734,38741,40769,43536,42700,43777,44483,44948,48346,47113,48761,49246,51271,49719
인천,보건업 및 사회복지 서비스업(86~87),계,31768,34177,37680,43268,50416,53553,59225,65231,72128,74889,88357,95218,101680,109265,119982
인천,보건업 및 사회복지 서비스업(86~87),남자,7920,8296,8795,9716,10955,11143,12043,12988,13799,13706,15424,16230,17552,20003,22399
인천,보건업 및 사회복지 서비스업(86~87),여자,23848,25881,28885,33552,39461,42410,47182,52243,58329,61183,72933,78988,84128,89262,97583
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,13039,12954,13619,14728,14233,14982,15650,16041,15875,15846,17432,19842,21974,22560,18238
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,7173,7142,7255,7772,7585,7799,8265,7975,7904,7975,8684,9674,10977,11381,9348
인천,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,5866,5812,6364,6956,6648,7183,7385,8066,7971,7871,8748,10168,10997,11179,8890
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,35454,36500,36143,37793,38143,38903,40560,41040,41749,42858,41407,42207,43178,44439,40023
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,19357,19620,19622,19851,19899,20123,20734,20846,20982,20689,20831,20892,21366,22360,20553
인천,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,16097,16880,16521,17942,18244,18780,19826,20194,20767,22169,20576,21315,21812,22079,19470
광주,전체 산업,계,439438,456575,464104,488781,499215,499802,519912,529113,537822,559853,585486,600938,616265,631876,582380
광주,전체 산업,남자,253469,261442,266335,278346,285472,280693,290986,293729,295618,309412,319700,328171,335548,342144,316780
광주,전체 산업,여자,185969,195133,197769,210435,213743,219109,228926,235384,242204,250441,265786,272767,280717,289732,265600
광주,"농업, 임업 및 어업(01~03)",계,367,383,356,340,361,373,430,412,336,390,339,458,383,341,426
광주,"농업, 임업 및 어업(01~03)",남자,291,309,268,251,276,289,326,308,254,289,247,315,272,258,290
광주,"농업, 임업 및 어업(01~03)",여자,76,74,88,89,85,84,104,104,82,101,92,143,111,83,136
광주,광업(05~08),계,56,66,94,66,54,82,54,46,77,62,60,46,51,41,28
광주,광업(05~08),남자,50,62,85,54,46,70,46,41,66,51,53,43,48,37,24
광주,광업(05~08),여자,6,4,9,12,8,12,8,5,11,11,7,3,3,4,4
광주,제조업(10~34),계,68614,69372,68568,71382,74498,76372,79992,78913,82331,82540,85157,86364,86109,85858,83574
광주,제조업(10~34),남자,49246,50449,50883,52695,54246,55041,58315,58044,60926,61298,62445,64367,63797,63484,62117
광주,제조업(10~34),여자,19368,18923,17685,18687,20252,21331,21677,20869,21405,21242,22712,21997,22312,22374,21457
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",계,961,956,955,944,938,941,875,923,1034,979,1034,1222,1393,1671,1537
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,836,855,838,827,833,819,764,809,908,844,862,996,1085,1289,1169
광주,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,125,101,117,117,105,122,111,114,126,135,172,226,308,382,368
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,1969,1974,2013,1995,2067,1951,2150,2198,2150,2196,2152,2051,2056,2216,2315
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,1739,1734,1760,1743,1737,1634,1806,1868,1844,1844,1796,1715,1710,1823,1869
광주,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,230,240,253,252,330,317,344,330,306,352,356,336,346,393,446
광주,건설업(41~42),계,38267,38959,41383,45593,48347,42278,41230,42652,41811,49287,52480,54174,58128,58962,55452
광주,건설업(41~42),남자,33357,33745,36315,39533,41790,36430,35749,36800,35981,42223,43775,46030,48536,50074,46507
광주,건설업(41~42),여자,4910,5214,5068,6060,6557,5848,5481,5852,5830,7064,8705,8144,9592,8888,8945
광주,도매 및 소매업(45~47),계,77585,79829,76780,78936,77686,79104,82656,84520,87631,89616,91616,92544,93051,94194,79361
광주,도매 및 소매업(45~47),남자,40219,40886,40313,41587,40746,42044,43247,44206,45315,47599,48105,47760,48000,48656,43715
광주,도매 및 소매업(45~47),여자,37366,38943,36467,37349,36940,37060,39409,40314,42316,42017,43511,44784,45051,45538,35646
광주,운수 및 창고업(49~52),계,23396,25407,25269,26484,27259,27424,28199,27991,26514,28009,28119,28701,29917,30315,26374
광주,운수 및 창고업(49~52),남자,21635,23591,23513,24353,25696,25430,26228,25913,24479,25945,25818,26406,27491,27503,23832
광주,운수 및 창고업(49~52),여자,1761,1816,1756,2131,1563,1994,1971,2078,2035,2064,2301,2295,2426,2812,2542
광주,숙박 및 음식점업(55~56),계,44706,46535,46103,46409,46535,47975,51432,53041,54157,55825,58203,59712,61476,64721,53096
광주,숙박 및 음식점업(55~56),남자,13976,14880,14584,15167,15350,16438,18040,18689,19080,20144,20908,21807,22729,24331,20383
광주,숙박 및 음식점업(55~56),여자,30730,31655,31519,31242,31185,31537,33392,34352,35077,35681,37295,37905,38747,40390,32713
광주,정보통신업(58~63),계,8000,8014,8040,8311,8214,7632,7739,8105,7338,7446,7831,8050,8290,9640,9080
광주,정보통신업(58~63),남자,5374,5548,5462,5521,5707,5276,5096,5431,5058,4987,5373,5525,5657,6794,6495
광주,정보통신업(58~63),여자,2626,2466,2578,2790,2507,2356,2643,2674,2280,2459,2458,2525,2633,2846,2585
광주,금융 및 보험업(64~66),계,20670,22618,23569,25291,25295,26444,25759,23655,22950,24140,24490,24792,24375,22887,20697
광주,금융 및 보험업(64~66),남자,8920,9427,10194,10654,10884,11012,11248,9903,9395,9541,9880,9884,9692,9435,8144
광주,금융 및 보험업(64~66),여자,11750,13191,13375,14637,14411,15432,14511,13752,13555,14599,14610,14908,14683,13452,12553
광주,부동산업(68),계,11533,11172,11776,12644,12000,12450,13300,14131,15281,15833,17337,17818,19153,18264,18624
광주,부동산업(68),남자,8002,7706,7739,8475,8094,8107,8582,9238,9638,10175,11123,11130,11852,11393,11350
광주,부동산업(68),여자,3531,3466,4037,4169,3906,4343,4718,4893,5643,5658,6214,6688,7301,6871,7274
광주,"전문, 과학 및 기술 서비스업(70~73)",계,10771,12526,13455,13265,14242,13473,14273,15128,15977,16818,17740,17602,19249,20598,20296
광주,"전문, 과학 및 기술 서비스업(70~73)",남자,7210,8419,9475,9037,9775,8826,9387,9549,10057,10583,10984,10664,11834,12634,12358
광주,"전문, 과학 및 기술 서비스업(70~73)",여자,3561,4107,3980,4228,4467,4647,4886,5579,5920,6235,6756,6938,7415,7964,7938
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,16682,18520,19712,22326,22507,21992,23164,24236,25250,27767,29871,31007,30822,31600,26740
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,8339,9243,9984,11025,12095,11477,12341,12594,12590,13626,14436,16496,15869,15791,13583
광주,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,8343,9277,9728,11301,10412,10515,10823,11642,12660,14141,15435,14511,14953,15809,13157
광주,"공공행정, 국방 및 사회보장 행정(84)",계,14945,14414,14972,17412,16949,15283,15552,15787,15954,16085,17285,18531,17945,19290,19744
광주,"공공행정, 국방 및 사회보장 행정(84)",남자,11210,10783,10530,12438,12202,10926,11119,11123,11181,11015,11837,12059,11777,12476,12369
광주,"공공행정, 국방 및 사회보장 행정(84)",여자,3735,3631,4442,4974,4747,4357,4433,4664,4773,5070,5448,6472,6168,6814,7375
광주,교육 서비스업(85),계,42604,43462,43999,46810,48112,48294,49101,49873,49357,50523,50593,51669,52745,53909,50168
광주,교육 서비스업(85),남자,18066,17881,17794,18204,18635,18523,18935,18974,18742,19005,18900,19075,19321,19712,17927
광주,교육 서비스업(85),여자,24538,25581,26205,28606,29477,29771,30166,30899,30615,31518,31693,32594,33424,34197,32241
광주,보건업 및 사회복지 서비스업(86~87),계,24556,27678,31232,34914,38051,41083,45905,48654,51609,53241,60463,65042,68462,73598,77688
광주,보건업 및 사회복지 서비스업(86~87),남자,6037,6595,6988,7517,8048,8723,9417,10088,10118,10285,11800,12501,14250,14229,15230
광주,보건업 및 사회복지 서비스업(86~87),여자,18519,21083,24244,27397,30003,32360,36488,38566,41491,42956,48663,52541,54212,59369,62458
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,8747,8816,9336,9377,9319,9590,10277,10760,10322,10516,12088,12493,13327,13868,11202
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,5075,5046,5383,5367,5263,5337,5716,5743,5566,5729,6567,6855,6991,7264,6015
광주,"예술, 스포츠 및 여가관련 서비스업(90~91)",여자,3672,3770,3953,4010,4056,4253,4561,5017,4756,4787,5521,5638,6336,6604,5187
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",계,25009,25874,26492,26282,26781,27061,27824,28088,27743,28580,28628,28662,29333,29903,25978
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",남자,13887,14283,14227,13898,14049,14291,14624,14408,14420,14229,14791,14543,14637,14961,13403
광주,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",여자,11122,11591,12265,12384,12732,12770,13200,13680,13323,14351,13837,14119,14696,14942,12575
대전,전체 산업,계,412889,429632,450857,468501,492722,509740,521281,536181,556297,586069,597011,605742,618271,633418,618248
대전,전체 산업,남자,240756,246327,258587,267283,282746,289432,293010,297056,306984,327703,331020,332308,338042,346416,339772
대전,전체 산업,여자,172133,183305,192270,201218,209976,220308,228271,239125,249313,258366,265991,273434,280229,287002,278476
대전,"농업, 임업 및 어업(01~03)",계,198,374,470,329,330,298,282,280,316,317,333,354,318,388,336
대전,"농업, 임업 및 어업(01~03)",남자,166,337,422,289,292,253,256,237,256,248,249,283,204,260,250
대전,"농업, 임업 및 어업(01~03)",여자,32,37,48,40,38,45,26,43,60,69,84,71,114,128,86
대전,광업(05~08),계,21,22,13,18,25,19,41,36,28,39,33,18,15,25,14
대전,광업(05~08),남자,17,19,12,17,22,16,31,31,22,31,30,15,12,20,11
대전,광업(05~08),여자,4,3,1,1,3,3,10,5,6,8,3,3,3,5,3
대전,제조업(10~34),계,44810,45462,47290,48164,51109,54711,55135,56571,58627,61558,61352,61370,61879,63480,63342
대전,제조업(10~34),남자,32460,33017,34863,35074,37197,40229,40599,42045,43672,45728,44915,45077,45242,46491,46644
대전,제조업(10~34),여자,12350,12445,12427,13090,13912,14482,14536,14526,14955,15830,16437,16293,16637,16989,16698
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",계,620,679,708,903,827,931,972,1062,1110,1222,1327,1508,1575,1851,1726
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",남자,559,588,599,745,726,801,853,929,959,1026,1083,1276,1320,1470,1353
대전,"전기, 가스, 증기 및 공기조절 공급업(35)",여자,61,91,109,158,101,130,119,133,151,196,244,232,255,381,373
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",계,3054,2813,3077,3087,2428,3252,2964,3125,3135,3173,3145,3133,3205,3375,3884
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",남자,2697,2460,2638,2676,2085,2796,2528,2677,2692,2696,2283,2648,2679,2762,3200
대전,"수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",여자,357,353,439,411,343,456,436,448,443,477,862,485,526,613,684
대전,건설업(41~42),계,22307,20001,21951,25925,34550,31430,29537,27298,29183,35937,38542,38705,40488,44661,44817
대전,건설업(41~42),남자,19661,17348,19059,22774,30743,27773,26116,23550,25364,31223,32945,33339,34604,38503,38472
대전,건설업(41~42),여자,2646,2653,2892,3151,3807,3657,3421,3748,3819,4714,5597,5366,5884,6158,6345
대전,도매 및 소매업(45~47),계,70480,73019,73304,73796,75662,78457,81613,82913,86067,89612,89082,90191,90795,92180,87113
대전,도매 및 소매업(45~47),남자,38700,39633,39739,40302,41090,42897,44060,45090,46237,48805,47393,46847,47272,48347,46297
대전,도매 및 소매업(45~47),여자,31780,33386,33565,33494,34572,35560,37553,37823,39830,40807,41689,43344,43523,43833,40816
대전,운수 및 창고업(49~52),계,23693,23373,25529,26215,30215,27817,28015,27209,28345,30650,31009,29999,35058,30414,29901
대전,운수 및 창고업(49~52),남자,21845,21598,23794,24253,28435,25585,25889,25071,26062,28343,28339,27124,31067,27477,26884
대전,운수 및 창고업(49~52),여자,1848,1775,1735,1962,1780,2232,2126,2138,2283,2307,2670,2875,3991,2937,3017
대전,숙박 및 음식점업(55~56),계,46653,47766,47932,48670,48606,51986,53537,56941,58490,60657,62009,63318,65647,66300,56652
대전,숙박 및 음식점업(55~56),남자,14746,15239,15686,16198,16387,17788,18763,20259,20934,21963,22458,23128,23989,24496,21951
대전,숙박 및 음식점업(55~56),여자,31907,32527,32246,32472,32219,34198,34774,36682,37556,38694,39551,40190,41658,41804,34701
대전,정보통신업(58~63),계,8748,8768,10811,9656,9922,10710,10919,12117,12699,13703,14607,14263,14399,14990,15664
대전,정보통신업(58~63),남자,6623,6431,7705,7193,7362,7933,7916,8865,9499,10221,10840,10423,10331,10919,11341
대전,정보통신업(58~63),여자,2125,2337,3106,2463,2560,2777,3003,3252,3200,3482,3767,3840,4068,4071,4323
대전,금융 및 보험업(64~66),계,17939,18755,20985,20138,20564,23686,23554,21911,22351,24358,23013,22673,21797,21860,19238
대전,금융 및 보험업(64~66),남자,8280,8699,9810,9640,9350,10804,10506,9678,9175,9796,9895,9182,8829,9064,7640
대전,금융 및 보험업(64~66),여자,9659,10056,11175,10498,11214,12882,13048,12233,13176,14562,13118,13491,12968,12796,11598
대전,부동산업(68),계,11808,10954,12327,12993,12747,13214,12576,13532,13486,13622,14523,14805,14646,15068,14496
대전,부동산업(68),남자,8752,7700,8886,9117,8724,9113,8530,8861,8770,8924,9340,9311,9492,9700,9012
대전,부동산업(68),여자,3056,3254,3441,3876,4023,4101,4046,4671,4716,4698,5183,5494,5154,5368,5484
대전,"전문, 과학 및 기술 서비스업(70~73)",계,24567,26495,29018,30505,32097,35691,35666,37503,39598,41434,43126,44716,44732,48147,51698
대전,"전문, 과학 및 기술 서비스업(70~73)",남자,19286,20232,21472,22992,24257,26266,26500,27510,28854,30071,31124,32014,32066,33999,36511
대전,"전문, 과학 및 기술 서비스업(70~73)",여자,5281,6263,7546,7513,7840,9425,9166,9993,10744,11363,12002,12702,12666,14148,15187
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",계,19132,23523,26534,29553,29140,30379,32671,35753,40116,40159,40374,41214,37968,39474,38456
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",남자,9751,11571,13190,13223,13201,13878,15277,16489,18265,20419,20212,21163,19119,20082,19081
대전,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",여자,9381,11952,13344,16330,15939,16501,17394,19264,21851,19740,20162,20051,18849,19392,19375
대전,"공공행정, 국방 및 사회보장 행정(84)",계,20288,22661,23158,28453,25625,23988,22458,23156,23255,24892,24670,25751,26508,26957,28594
대전,"공공행정, 국방 및 사회보장 행정(84)",남자,15350,17026,16838,19606,17723,16932,15687,15969,15715,16815,16385,16565,16577,16978,18052
대전,"공공행정, 국방 및 사회보장 행정(84)",여자,4938,5635,6320,8847,7902,7056,6771,7187,7540,8077,8285,9186,9931,9979,10542
대전,교육 서비스업(85),계,43688,46366,45487,44336,47591,48594,52387,53004,53146,55560,55714,56293,57939,57344,55346
대전,교육 서비스업(85),남자,18289,20172,18809,17731,18881,19300,21368,21317,21511,21721,22890,22169,23017,22269,21038
대전,교육 서비스업(85),여자,25399,26194,26678,26605,28710,29294,31019,31687,31635,33839,32824,34124,34922,35075,34308
대전,보건업 및 사회복지 서비스업(86~87),계,24600,27046,29843,33120,37242,39596,43178,46963,49950,51413,56640,58518,61810,66489,70930
대전,보건업 및 사회복지 서비스업(86~87),남자,6684,6852,7224,7641,8071,8522,9235,9473,9923,10301,10896,11545,12001,12909,13146
대전,보건업 및 사회복지 서비스업(86~87),여자,17916,20194,22619,25479,29171,31074,33943,37490,40027,41112,45744,46973,49809,53580,57784
대전,"예술, 스포츠 및 여가관련 서비스업(90~91)",계,7662,7945,8143,8265,8714,9101,8921,9255,9476,9547,10554,10986,11565,12086,10477
대전,"예술, 스포츠 및 여가관련 서비스업(90~91)",남자,4434,4578,4731,4784,4964,5100,4895,4971,5022,5013,5587,5741,5927,6241,5586
